page_nb;content;date;document_name
1;LOYER ;;Contrat KONICA (1)
1;I ;;Contrat KONICA (1)
1;TRlMEST'R!El ;;Contrat KONICA (1)
1;1 Addltionnel ;;Contrat KONICA (1)
1;Business hub C227 (N° 1822042890)- -9960FDRECONXMFPC Reconnexion informatique des systemes d?impression  1 X ;;Contrat KONICA (1)
1;2 Neuf ;;Contrat KONICA (1)
1;Business Hub C257I  -9960FSC257IDFCDA Configuration de base C257i + DF633 + DK518x  1 X  -9960FDMESNC1 Livraison/installation MFP N&B/Coul A3/2/3/1 eq  1 X  -9960FSBSECUREULT1P bizhub SECURE Ultimate/ 1 -PROMO  1 X ;;Contrat KONICA (1)
1;3 Neuf ;;Contrat KONICA (1)
1;Business Hub C257i  -9960FSC2571DFCDA Configuration de base C257i + DF633 + DK518x  1 X  -9960FDMESNC1 Livraison/installation MFP N&B/Coul A3/2/3/1 eq  1 X  -9960FSBSECUREULT1P bizhub SECURE Ultimate/ 1 -PROMO  1 X  -9960FDREPRISER3 Frais de Reprise (R3)  1 X  -9960FDPORTAGEB1 Portage par etage (B1)  1 X ;;Contrat KONICA (1)
1;Loyer trimestriel total H.T. ;;Contrat KONICA (1)
1;€ 460,00;;Contrat KONICA (1)
1;•• ;;Contrat KONICA (1)
1;€ 92,00;;Contrat KONICA (1)
1;WORKPLACE HUB PHIX QUANTITc ;;Contrat KONICA (1)
1;I, UNITAIRE H.T. ;;Contrat KONICA (1)
1;SOLUTIONS Saas ;;Contrat KONICA (1)
1;MENSUEL ;;Contrat KONICA (1)
1;lUIAL ;;Contrat KONICA (1)
1;PRIX H.T. ;;Contrat KONICA (1)
1;"UUKŁt  -;-R;!,1::STRIEL  PtP.IQDll:llE: ";;Contrat KONICA (1)
1;DE I ;;Contrat KONICA (1)
1;FACTURATION ;;Contrat KONICA (1)
1;ANNUcl ;;Contrat KONICA (1)
1;Gestion des Dechets d'equipements electriques et electroniques (DEEE) ;;Contrat KONICA (1)
1;□ ;;Contrat KONICA (1)
1;□ KMBSF assure la reprise des DEEE et leur valorisation en facturant le Client au tarif en vigueur lorsque le poids des dechets est inferieur a 500 kg. Au-dessus de ce seuil, la collecte et la valorisation sont prises en charge par KMBSF. ;;Contrat KONICA (1)
1;□ ;;Contrat KONICA (1)
1;□ KMBSF transfere la reprise et la valorisation au Client, qui souhaiterait assurer !'operation de collecte et de valorisation parses soins ;;Contrat KONICA (1)
1;1.3-CONDITIONS DE FACTIJRATION ET MODE DE REGLEMENT DES PRODUITS ;;Contrat KONICA (1)
1;Facturatton ;;Contrat KONICA (1)
1;Type de contrat : Location ;;Contrat KONICA (1)
1;P6rlodlcit6 de facturation des loyers : trimestrielle ;;Contrat KONICA (1)
1;Dur6e irr6vocable du contrat (hors Solutions extemalistes) : 63 mois ;;Contrat KONICA (1)
1;Terme du palement : A Łchoir ;;Contrat KONICA (1)
1;I Mode r1,. reglement ;;Contrat KONICA (1)
1;Prelevement ;;Contrat KONICA (1)
2;1.4 -CONTRAT DE MAINTENANCE ;;Contrat KONICA (1)
2;1.4.1 -Maintenance Produits ;;Contrat KONICA (1)
2;"N.:, -r:t,.·;i ce.  pa;e-s ";;Contrat KONICA (1)
2;"e;:gadŁŁi ";;Contrat KONICA (1)
2;:'r.OOS!.t9 '.:\.Ti?.::. ;;Contrat KONICA (1)
2;"M,o.r'\iŁ!ll rne;.Łvc; ";;Contrat KONICA (1)
2;"v.a;,a:rf.' ";;Contrat KONICA (1)
2;"r:..Ł.tn..!O:. i;l-Ctusr-Ł ";;Contrat KONICA (1)
2;:1e r:c. de Łsgcs ;;Contrat KONICA (1)
2;"eoŁ;;Ł3'E5 ";;Contrat KONICA (1)
2;Pr!xa !a ::.a:is ;;Contrat KONICA (1)
2;oŁ pnx a Łe ;;Contrat KONICA (1)
2;"""&!,'S Sc1p. S. €ŁŁs;s7,e:-,: ";;Contrat KONICA (1)
2;Nc..-,::,r,ece ;;Contrat KONICA (1)
2;"pa;as ";;Contrat KONICA (1)
2;en9aŁe=Ł ;;Contrat KONICA (1)
2;"r-,;;,5-•.;-.:it_-""':""Ł""'Ł ";;Contrat KONICA (1)
2;Montal't mens.vei ;;Contrat KONICA (1)
2;forfaitatre mm1rr.urr, iŁct•ani le no :le pageŁ ;;Contrat KONICA (1)
2;engagees ;;Contrat KONICA (1)
2;PrŁ\: a !a page ;;Contrat KONICA (1)
2;oŁ orŁ,: a. ia ;;Contrat KONICA (1)
2;":;)Ł;; SUD. ";;Contrat KONICA (1)
2;";; e-""\-;,aŁs Ł •. ";;Contrat KONICA (1)
2;EŁcek.io ;;Contrat KONICA (1)
2;2 Business Hub C257i ;;Contrat KONICA (1)
2;500;;Contrat KONICA (1)
2;0,00€HT ;;Contrat KONICA (1)
2;0,00570€HT ;;Contrat KONICA (1)
2;500;;Contrat KONICA (1)
2;27,00EHT ;;Contrat KONICA (1)
2;0,05700€HT ;;Contrat KONICA (1)
2;3 Business Hub C257i ;;Contrat KONICA (1)
2;1 500 ;;Contrat KONICA (1)
2;0,00€HT ;;Contrat KONICA (1)
2;0,00480€HT ;;Contrat KONICA (1)
2;1 500 ;;Contrat KONICA (1)
2;69,00€HT ;;Contrat KONICA (1)
2;0,04800€HT ;;Contrat KONICA (1)
2;11,00€HT ;;Contrat KONICA (1)
2;1 A.2 -Maintenance lmprimantes, Fax et Logiciels ;;Contrat KONICA (1)
2;, ;;Contrat KONICA (1)
2;Produit ;;Contrat KONICA (1)
2;Quantite ;;Contrat KONICA (1)
2;Designat:o:-, ;;Contrat KONICA (1)
2;Montan:s ;;Contrat KONICA (1)
2;Duree ;;Contrat KONICA (1)
2;1.4.3 -Choix du type de connexion ;;Contrat KONICA (1)
2;Pour chaque produit compatible, un des sept dlolx de connexion d-dessovs doit etre cocM: ;;Contrat KONICA (1)
2;Produit ;;Contrat KONICA (1)
2;Quantile ;;Contrat KONICA (1)
2;SBE ;;Contrat KONICA (1)
2;Webdav ;;Contrat KONICA (1)
2;ARCHANGE ;;Contrat KONICA (1)
2;Email Fax Modem ;;Contrat KONICA (1)
2;Simplex GPRS ;;Contrat KONICA (1)
2;Printf:ee'. ;;Contrat KONICA (1)
2;?as de ;;Contrat KONICA (1)
2;connexion ;;Contrat KONICA (1)
2;I ;;Contrat KONICA (1)
2;Business Hub C257i ;;Contrat KONICA (1)
2;1;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;0;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;Business Hub C257i ;;Contrat KONICA (1)
2;1;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;0;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;□ ;;Contrat KONICA (1)
2;Attention : Pour la gamme A4 compatible Archange, seule la connexion WebDAV est disponible et pour la gamme Production Printing, la connexion Fax n'est pas disponible. ;;Contrat KONICA (1)
2;"Si la case ""Pas de connexion"" est cochee, cela signifie que le service Archange ne pourra Atre assure. La connexion perrnet, entre autres, la remontee automatique des compteurs des Produits. ";;Contrat KONICA (1)
2;II est de la responsabilite du client de rendre le releve des compteurs via ces connexions accessible. ;;Contrat KONICA (1)
2;1.5 -CONDITIONS DE FACTURATION ET DE REGLEMENT DE LA MAINTENANCE ;;Contrat KONICA (1)
2;CondiHons de facturation ;;Contrat KONICA (1)
2;Mode de paiement : Prelevement ;;Contrat KONICA (1)
2;Duree du contrat : 63 mois ;;Contrat KONICA (1)
2;Periodicite de facturation et de releve compteurs : trimestrielle ;;Contrat KONICA (1)
2;Terme du paiement : Echu ;;Contrat KONICA (1)
2;G·MJIM,H0e reglement ;;Contrat KONICA (1)
2;Modalites de reglement : PRELEVEMENT 30 JOURS FIN DE MOIS ;;Contrat KONICA (1)
2;Contrat n°2021302748-V2 112018 -page 3/8 ;;Contrat KONICA (1)
3;1.6 -INDE■NITES DE RESILIATION D'ANCIENS CONTRATS, REPRISE D'ANCIENS PRODUITS ET GRATUITES ;;Contrat KONICA (1)
3;1.6.1 Enlevement ;;Contrat KONICA (1)
3;Marqee ;;Contrat KONICA (1)
3;d'anciens produits ;;Contrat KONICA (1)
3;"Nur:'lŁro c e-::iuiperne;nt ";;Contrat KONICA (1)
3;"Mot:f d'enieve:-;'lent ";;Contrat KONICA (1)
3;Konica Minolta ;;Contrat KONICA (1)
3;bizhub C227 ;;Contrat KONICA (1)
3;1820093486;;Contrat KONICA (1)
3;Reprise en cours de contrat ;;Contrat KONICA (1)
3;Konica Minolta ;;Contrat KONICA (1)
3;bizhubC227 ;;Contrat KONICA (1)
3;1820093549;;Contrat KONICA (1)
3;Reprise en cours de contrat ;;Contrat KONICA (1)
3;Konica Minolta ;;Contrat KONICA (1)
3;bizhub C227 ;;Contrat KONICA (1)
3;1820093646;;Contrat KONICA (1)
3;Reprise en cours de contrat ;;Contrat KONICA (1)
3;En cas de reprise de materiel sans valorisation de celui-ci, le Client transfere la propriete dudit materiel par le present contrat. ;;Contrat KONICA (1)
3;1.7 -AUTRES DISPOSITIONS ET EVENTUELLES DEROGATIONS AUX CONDITIONS GENERALES ;;Contrat KONICA (1)
3;1.8 -COMMUNICATION ;;Contrat KONICA (1)
3;Le Client autorise Konica Minolta a le citer en tant que Client Konica Minolta a titre gracieux, pour toute communication inteme ou exteme. ;;Contrat KONICA (1)
3;1.9 -DONNEES PERSONNELLES ;;Contrat KONICA (1)
3;1.9.1 Dans le cadre de !'execution du present contrat, le Client sous traite les operations de traitement de donnees personnelles dont ii est responsable, aupres de KMBSF qui peut egalement 6tre, a defaut d'instruction du Client, amenee a effectuer des operations de traitement de donnees personnelles en qualite de responsable de traitement. Les Parties determinant a l'annexe intitulee «Description des traitements de donnees personnelles» au present contrat, les finalites du traitement, la nature des traitements, les personnes concemees, les donnees traitees, les destinataires des donnees, le transfert des donnees et la duree de conservation des donnees. ;;Contrat KONICA (1)
3;Conformement au reglement 2016/679 du 27 avril 2016, les donnees personnelles sont uniquement utilisees par KMBSF pour repondre a toute question et fournir des renseignements supplementaires pour !'execution du present contrat. Ces donnees sont destinees aux services commerciaux et administratifs en charge de la gestion de la relation client. Le Client est infonne que les donnees personnelles pourront Atre transmises, dans l'Union Europeenne, a des sous-traitants de KMBSF pour !'execution de tAches se rapportant directement aux finalites decrites a !'annexe precitee et aux societes du groupe KONICA MINOLTA en cas de mise en commun de moyens notamment informatiques mais qu'elles ne seront pas cedees a d'autres tiers. ;;Contrat KONICA (1)
3;1.9.2 ;;Contrat KONICA (1)
3;Conformement au reglement 2016/679 du 27 avril 2016, le Client dispose d'un droit d'interrogation, d'acces, de rectification, d'effacement, d'opposition pour motifs legitimes et, si la technique le pennet, de portabilite relatlvement a !'ensemble des donnees personnelles. ;;Contrat KONICA (1)
3;Ces droits ainsi que toutes questions peuvent litre exerces par mail a l'adresse suivante « RGPD@konicaminolta.fr » ou par courrier a l'adresse suivante « DPCM / KONICA MINOLTA -365 route de Saint Germain -78420 Carrieres sur Seine » accompagnee d'une copie d'un titre d'identite signe. Le DPO Europe du Groupe KONICA MINOLTA est Madame Frederike REHKER. ;;Contrat KONICA (1)
3;Le Client a le droit d'introduire une reclamation aupres de la CNIL, autorite de contrOle en charge du respect de la reglementation sur la protection des donnees personnelles sise 3 place de Fontenoy-TSA 80715 Ł 75334 PARIS CEDEX 07. ;;Contrat KONICA (1)
3;1.9.3 □ ;;Contrat KONICA (1)
3;Le Client accepte que les donnees personnelles traitees dans le cadre de !'execution du present contrat soient utilisees pour recevoir, par tous moyens, des informations sur les activites de KMBSF, des presentations de produits et des invitations a des evenements. A ce titre, le Client est informe que les donnees personnelles pourront atre transmises, dans !'Union Europeenne, a des sous-traitants de KMBSF et aux societes du groupe KONICA MINOLTA en cas de mise en commun de moyens notamment informatiques mais qu'elles ne seront pas cedees a d'autres tiers. ;;Contrat KONICA (1)
3;1.10 -USTE DES DOCUMENTS OBUGATOIRES A FOURNIR PAR LE CLIENT ;;Contrat KONICA (1)
3;Afin de repondre aux obligations regales et reglementaires, notamment du Code Monetaire et Financier, sur la connaissance des clients et la prevention du blanchissement de capitaux, Konica Minolta Business Solutions France est tenue de disposer de .certains documents concemant le Client en tant que beneficiaire d'un financement locatif. ;;Contrat KONICA (1)
3;C'est pourquoi, le Client s'engage a communiquer a Konica Minolta Business Solutions France, dans les meilleurs delais, les documents necessaires a !'execution du present contrat dont la liste figure en annexe au present contrat. ;;Contrat KONICA (1)
3;Pour cela, Konica Minolta Business Solutions France met a la disposition du Client un portail securise pour deposer ces documents dont l'adresse est : htto://leasede.ko111icamiinolta.fr avec des codes d'acces qui lui seront transmis (s'il ne possede pas encore de compte) par email a l'adresse suivante Charles@lot-valley.fr. Des la premiere connexion, le Client aura la possibilite.. de modifier son mot de passe afin d'en Atre le seul detenteur. ;;Contrat KONICA (1)
3;Le Client peut egalement adresser ces documents a Konica Minolta Business Solutions France par voie postale. ;;Contrat KONICA (1)
3;A ;;Contrat KONICA (1)
3;dMaut de r6ception des documents dans un delai de solxante (60) Jours i compter de la signature du present contrat, Konica Minolta Business Solutions Francese reserve la posslbilite de ne pas donner suite au present contrat. ;;Contrat KONICA (1)
4;1.11 -CONDITIONSGENERALES APPUCABLES AU PRESENT CONTRAT ;;Contrat KONICA (1)
4;Seules parmi les conditions generales listees ci-dessous, celles cochees dans la colonne de droite sont applicables au present Contrat. ;;Contrat KONICA (1)
4;ARTICLES CONCERNES ;;Contrat KONICA (1)
4;2.1 Conditions generales communes ;;Contrat KONICA (1)
4;2.2 Conditions generales specifiques a la vente des produits ;;Contrat KONICA (1)
4;2.3 Conditions generales specifiques a la location des produits ;;Contrat KONICA (1)
4;V' ;;Contrat KONICA (1)
4;2.4 Conditions generales specifiques a la maintenance des produits ;;Contrat KONICA (1)
4;V' ;;Contrat KONICA (1)
4;2.5 Conditions generales specifiques a la sous licence des logiciels ;;Contrat KONICA (1)
4;v' ;;Contrat KONICA (1)
4;_ ;;Contrat KONICA (1)
4;. 2.6 Conditions generales specifiques a la maintenance des logiciels ;;Contrat KONICA (1)
4;V' ;;Contrat KONICA (1)
4;2.7 Conditions generales specifiques aux logiciels de stockage externalise des donnees ;;Contrat KONICA (1)
4;V' ;;Contrat KONICA (1)
4;2.8 Conditions generales specifiques au contrat de Service Box Evolution ;;Contrat KONICA (1)
4;2.9 Conditions generales specifiques au contrat de maintenance informatique ;;Contrat KONICA (1)
4;'I ;;Contrat KONICA (1)
4;__±.10 Conditions generales specifiques au contrat d'assistance utilisateur ---- ------- 2.11 Conditions generales specifiques a la prestation de sauvegarde extemalisee_____________ ;;Contrat KONICA (1)
4;_ 1,.12 Conditions .9enerales specifiques.au contrat ClouctŁ--;;Contrat KONICA (1)
4;2.13 Conditions generales specifiques aux services de fax externalises en mode Cloud ;;Contrat KONICA (1)
4;2.14 Conditions generales specifiques aux services de coffre-fort electronique et de copie numerique fiable ;;Contrat KONICA (1)
4;'I ;;Contrat KONICA (1)
4;2.15 Conditions generales specifiq1J_Ł_liu Work Place Hub ;;Contrat KONICA (1)
4;2.16 Conditions generales specifiques aux Packs Services ;;Contrat KONICA (1)
4;2.17 Conditions generales specifiques aux prestations de services Business et Digital Solutions ;;Contrat KONICA (1)
4;2.18 Conditions generales specifiques au contrat de services de securite informatique ;;Contrat KONICA (1)
4;2.19 Conditions generales specifiques au contrat d'hebergement dedie ;;Contrat KONICA (1)
4;2.20 Conditions generales specifiques a la formation KAMPUS ;;Contrat KONICA (1)
4;2.21 Conditions generales specifiques au contrat de regie ;;Contrat KONICA (1)
4;2.22 Conditions generales specifiques au systeme de video-solutions-services ;;Contrat KONICA (1)
4;2.23 Conditions generales specifiques a la maintenance du systeme de video-solutions-services ;;Contrat KONICA (1)
4;Paraphedu dlent (J.,Ł ;;Contrat KONICA (1)
4;"□ LE CLIENT RECONNAIT AVOIR PRIS CONNAISSANCE ET ACCEPTE LES CONDITIONS GENERALES COMMUNES ET SPECIFIQUES COCHEES DANS LE TABLEAU DE L'ARTICLE 1.11 CI-DESSUS ET CONSUL TABLES SUR LE SITE INTERNET KONICA MINOLTA FRANCE {https:llwww.konicaminoHa.fr/fr-fr/support/conditions;renerales) VERSION DU 02/10/2020 DONT LA CLAUSE ATTRIBUTIVE DE COMPETENCE. ";;Contrat KONICA (1)
4;Madame/Monsieur ;;Contrat KONICA (1)
4;D £ (,.j\-MITŁ (l.dJ(:: ;;Contrat KONICA (1)
4;Societe l ..-, \/Atli-Ł ;;Contrat KONICA (1)
4;en sa qualite de ;;Contrat KONICA (1)
4;declare sur l'honneur avoir qualite pour engager la ;;Contrat KONICA (1)
4;ŁŁŁ-ŁŁCZ.-. ;;Contrat KONICA (1)
4;Fait en 2 exemplaires a ;;Contrat KONICA (1)
4;"Le :?;1 t _Q..4-20 {)__ ";;Contrat KONICA (1)
4;Pour te c:fient fac:ture ;;Contrat KONICA (1)
4;des produits (l) I ;;Contrat KONICA (1)
4;I ;;Contrat KONICA (1)
4;"Norn: l:£.l:(\_Ł'jl\;_'ltrJJi:£ ";;Contrat KONICA (1)
4;Norn: ;;Contrat KONICA (1)
4;"_Q{;_lt,\_Ł'1)E""-Ł_\)-Łe:; ";;Contrat KONICA (1)
4;Norn: ;;Contrat KONICA (1)
4;Fonction: .,lbŁ,Ł-'Ł--Email : ;;Contrat KONICA (1)
4;"dv;«,.Ł-Ł-'Ł\--..::v . ";;Contrat KONICA (1)
4;Fonc;;Contrat KONICA (1)
4;ŁiŁn: . ŁŁ-lŁ/,.L.y­;;Contrat KONICA (1)
4;Email • Ł@,-\Ł\--Ł\/cc ;;Contrat KONICA (1)
4;.-Ł_.. ;;Contrat KONICA (1)
4;Fonction: ;;Contrat KONICA (1)
4;SigŁ ure ;;Contrat KONICA (1)
4;Ł-----ŁŁ--------Ł----------------Ł ;;Contrat KONICA (1)
4;Signature ;;Contrat KONICA (1)
4;IOTVALLEY ;;Contrat KONICA (1)
4;"425 rue Jean Rostan(;i ";;Contrat KONICA (1)
4;Siret 539 8Z1733 Ł ;;Contrat KONICA (1)
4;IOTVALLEY ;;Contrat KONICA (1)
4;425 rue Jean Rostand ;;Contrat KONICA (1)
4;Siret 539 827 733 00020 ;;Contrat KONICA (1)
4;Cachet KONICA MINOLTA ;;Contrat KONICA (1)
5;N° Compte Client ;;Contrat KONICA (1)
5;MANDAT DE PRELEVEMENT SEPA ;;Contrat KONICA (1)
5;l<ONIC/\ MINOLTA ;;Contrat KONICA (1)
5;Norn et adresse du creancier ;;Contrat KONICA (1)
5;ldentifiant Creancier SEPA ;;Contrat KONICA (1)
5;Konica Minolta Business Solutions France S.A.S ;;Contrat KONICA (1)
5;FR90ZZZ120901 ;;Contrat KONICA (1)
5;365-367 Route de Saint-Germain ;;Contrat KONICA (1)
5;78424 CARRIERES SUR SEINE Cedex ;;Contrat KONICA (1)
5;Reference Unique du Mandat ;;Contrat KONICA (1)
5;En slgnant ce formulaire de mandat, vous autorisez KONICA MINOLTA BUSINESS SOLUTIONS FRANCE a envoyer des Instructions a votre banque pour debiter votre compte, et votre banque a deblter votre compte conformement aux instructions de KONICA MINOLTA BUSINESS SOLUTIONS FRANCE. ;;Contrat KONICA (1)
5;Remarque: Vous beneficiez du droit d'etre rembourse par votre banque selon les conditions decrites dans la convention que vous avez passee avec elle. Une demande de remboursement doit etre presentee dans les 8 semaines suivant la date de debit de votre compte pour un prelevement autorise. ;;Contrat KONICA (1)
5;Type de paiement : Paiement recurrent/repetitif ;;Contrat KONICA (1)
5;Norn et adresse du debiteur ;;Contrat KONICA (1)
5;IOTVALLEY 425 RUE JEAN ROSTAN 31670 LABEGE ;;Contrat KONICA (1)
5;IBAN du debiteur ;;Contrat KONICA (1)
5;Swift/ BIC du debiteur ;;Contrat KONICA (1)
5;Ville, date ;;Contrat KONICA (1)
5;"aY.!tŁ, (J£ <it l\i51""Ł Ł Ł,Ł,d:,.fk., ";;Contrat KONICA (1)
5;Le signataire peut, a tout moment, acceder aux informations le concernant, les faire rectifier, s'opposer a leur communication a des tiers ou a leur utilisation par KMBSF ou le cessionnaire eventuel a des fins commerciales ou obtenir la liste des entites du Groupe de KMBSF susceptibles d'etre beneficiaires desdites donnees a caractere personnel, en ecrivant par simple lettre a l'adresse du siege social de KMBSF ou du cessionnaire eventuel, les frais de timbre etant rembourses sur simple demande de sa part. ;;Contrat KONICA (1)
5;"KONICA MINOLTA BUSINESS SOLUTIONS France S.A.S cap11a146 HO 375 Euro, R.C.S veŁaille• 8 302 695 614 N"" Identification: fR 14 302 695 614 COde APE: 48662 365-367, route de Saint-Germain 76424 CARRIERES SUR SEINE CEDEX ,._mriicanmjnJpfflaI: LA BANQUE POST ALE 20041 00001 2381153R020 56 ";;Contrat KONICA (1)
6;ANNEXE DESCRIPTION TRAITEMENTS DE DONNEES PERSONNELLES ;;Contrat KONICA (1)
6;Dans le cadre de !'execution du present contrat, le Client sous traite les operations de traitement de donnees personnelles {ci-apres « DP ») dont ii est responsable aupres de KMBSF qui peut egalement etre, a defaut d'instruction du Client, amenee a effectuer des operations de traitement de donnees personnelles en qualite de responsable de traitement. ;;Contrat KONICA (1)
6;Le traltement sous-tralte a les caracteristiques suivantes determinees par le Client en qualite de Responsable de traitement : ;;Contrat KONICA (1)
6;THEME ;;Contrat KONICA (1)
6;DESCRIPTION ;;Contrat KONICA (1)
6;Finalites ;;Contrat KONICA (1)
6;Les traitements de donnees personnelles sont realises pour :  -etude de faisabilite technique, infonnatique et financiere du dossier  -etude des besoins du Client  -redaction et execution du present contrat {conformite, livraison, installation, maintenance, supervision a distance, recouvrement des creances, formation)  -gestion de la relation contractuelle {enquetes de satisfaction, reclamations)  -si autres, ajouter ici : .  Nature -Categorie de traitement des donnees ;;Contrat KONICA (1)
6;Collecte, reception, conservation stockage, numerisation, archivage, communication, consultation, organisation, interconnexion, effacement, destruction et tout traitement n ecessaire a la bonne execution des prestations contractuelles. ;;Contrat KONICA (1)
6;Autres ;;Contrat KONICA (1)
6;Description des categories de personnes ;;Contrat KONICA (1)
6;concemees ;;Contrat KONICA (1)
6;Client et employes du Client ;;Contrat KONICA (1)
6;Si autres, ajouter ici : ... .. ;;Contrat KONICA (1)
6;Description des categories de DP ;;Contrat KONICA (1)
6;Les donnees personnelles traitees sont les suivantes : nom, prenom, position, telephone, adresse postale, adresse mail, adresse IP, login utilisateur, mot de passe, historique des impressions, carte d'identite, RIB, K-bis ;;Contrat KONICA (1)
6;Si autres, ajouter ici : . ;;Contrat KONICA (1)
6;Categories de destinataires auxquels les ;;Contrat KONICA (1)
6;donnees personnelles ont ete ou seront communiquees ;;Contrat KONICA (1)
6;Konica Minolta Business Solutions Europe (Allemagne) Editeurs de logiciels {Union europeenne) ;;Contrat KONICA (1)
6;Si autres, ajouter ici : . ;;Contrat KONICA (1)
6;Transferts de DP vers un pays tiers ou une organisation internationale a nommer ;;Contrat KONICA (1)
6;Union Europeenne, Etas Unis, lnde ;;Contrat KONICA (1)
6;Si autres, ajouter ici : . ;;Contrat KONICA (1)
6;Duree de conservation des DP ;;Contrat KONICA (1)
6;10 ans apres le terme du present contrat ;;Contrat KONICA (1)
6;Delegue a la protection des donnees ;;Contrat KONICA (1)
6;personnelles ;;Contrat KONICA (1)
6;Le DPO EUROPE du groupe KONICA MINOLTA est Madame Frederika REHKER , le contact en France est par mail « RGPD@konicaminolta.fr » ou par courrier « DPCM / KONICA MINOLTA-365 route de Saint Germain -78420 Carrieres sur Seine» ;;Contrat KONICA (1)
6;Signature KMBSF ;;Contrat KONICA (1)
7;ANNEXE DESENTITES DESTINATAIRES DES UVRAISONS ET/OU DE IIAIHTENANCE INFORMATIQUE ET DES CONTACTS ;;Contrat KONICA (1)
7;Contact de facturation des pro,duits ;;Contrat KONICA (1)
7;Contact principal : De La Motte Rouge Charles ;;Contrat KONICA (1)
7;Telephone: 0582080787 ;;Contrat KONICA (1)
7;Email: Charles@lot-valley.fr ;;Contrat KONICA (1)
7;Service: ;;Contrat KONICA (1)
7;Contact de fac:turation de la maintenance ;;Contrat KONICA (1)
7;Contact principal : De La Motte Rouge Charles ;;Contrat KONICA (1)
7;Telephone: 0582080787 ;;Contrat KONICA (1)
7;Email : Charles@lot-valley.fr ;;Contrat KONICA (1)
7;Service: ;;Contrat KONICA (1)
7;I Entite destinataire de  -1 Business hub C227  SIREN: 514582444 ;;Contrat KONICA (1)
7;Raison sociale : IOT VALLEY ;;Contrat KONICA (1)
7;Complement : ;;Contrat KONICA (1)
7;Adresse : 321 RUE PIERRE ET MARIE CURIE ;;Contrat KONICA (1)
7;Code Postal: 31670 Ville : LABEGE ;;Contrat KONICA (1)
7;Horaires d'ouverture : 9h 17h ;;Contrat KONICA (1)
7;Service/Bureau : . ;;Contrat KONICA (1)
7;Etage: rdc ;;Contrat KONICA (1)
7;Date de livraison souhaitee : 29/03/2021 00:00:00 ;;Contrat KONICA (1)
7;Contact principal : mathias clement ;;Contrat KONICA (1)
7;Telephone: 0628570702 ;;Contrat KONICA (1)
7;Email: clement@iot-valley.fr ;;Contrat KONICA (1)
7;Service:. ;;Contrat KONICA (1)
7;I Entite destinataire de livraison n° 2  -1 Business Hub C257i  SIREN : 539827733 ;;Contrat KONICA (1)
7;Raison sociale : IOT VALLEY ;;Contrat KONICA (1)
7;Complement ;;Contrat KONICA (1)
7;Adresse: 425 RUE JEAN ROSTAND ;;Contrat KONICA (1)
7;Code Postal: 31670 Ville : LABEGE ;;Contrat KONICA (1)
7;Horaires d'ouverture : 9h 17h ;;Contrat KONICA (1)
7;Service/Bureau : . ;;Contrat KONICA (1)
7;Etage: rdc ;;Contrat KONICA (1)
7;Date de livraison souhaitee: 29/03/2021 00:00:00 ;;Contrat KONICA (1)
7;Contact principal : mathias clement ;;Contrat KONICA (1)
7;Telephone: 0628570702 ;;Contrat KONICA (1)
7;Email: clement@iot-valley.fr ;;Contrat KONICA (1)
7;Service:. ;;Contrat KONICA (1)
7;Entite destinataire de livraison n° 3  -1  Business Hub C257i ;;Contrat KONICA (1)
7;SIREN: 514582444 ;;Contrat KONICA (1)
7;Raison sociale : IOT VALLEY ;;Contrat KONICA (1)
7;Complement : ;;Contrat KONICA (1)
7;Adresse : 231 RUE PIERRE ET MARIE CURIE ;;Contrat KONICA (1)
7;Code Postal: 31670 Ville : LABEGE ;;Contrat KONICA (1)
7;Horaires d'ouverture : 9h 17h ;;Contrat KONICA (1)
7;Service/Bureau : . ;;Contrat KONICA (1)
7;Etage: 1 ;;Contrat KONICA (1)
7;Date de livraison souhaitee : 29/03/2021 00:00:00 ;;Contrat KONICA (1)
7;Contact principal : ;;Contrat KONICA (1)
7;mathias clement ;;Contrat KONICA (1)
7;Telephone : 0628570702 ;;Contrat KONICA (1)
7;Email: clement@iot-valley.fr ;;Contrat KONICA (1)
7;Service:. ;;Contrat KONICA (1)
8;ANNEXE USTE DES DOCUMENTS OBUGATOIRES A FOURNIR PAR LE CLIENT ;;Contrat KONICA (1)
8;Le Client s'engage a communiquer a Konica Minolta Business Solutions France selon les modalites decrites en article 1.10 ci-dessus, les documents suivants  - Un K-BIS de moins de 3 mols (ou autre voir tableau ci-dessous)  - Une copie de la piece d'identlt6 vallde du signataire du contrat (obligatoire dans la majorite des cas, voir tableau ci-dessous)  - Un pouvoir si le signataire du contrat ne fait pas partie des signataires habilites precises au tableau ci-dessous ;;Contrat KONICA (1)
8;En fonction de la configuration du present contrat, d'autres documents pourront eventuellement etre demandes ulterieurement au Client au travers du portail indique a !'article 1.10 ci-dessus. ;;Contrat KONICA (1)
