page_nb;date;document_name;content
7.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Est en ordre de marche et en bon etat de fonctionnement. A ete realisee selon les regles de l'art et repond aux obligations reglementaires en vigueur. A fait l'objet d'une reception par le Ma1tre d'Ouvrage avec levee des eventuelles reserves. A ce titre, le Client informera le Prestataire des clauses de garanties legales et contractuelles attachees aux Installations du Contrat. II devra, a cette fin, lui remettre Jes proces-verbaux de reception et Jes eventuels proces-verbaux de levee de reserves. En cas d'avarie sur du materiel sous garantie, le Prestataire prend les mesures conservatoires necessaires dans l'attente de !'application des clauses de garanties par les installateurs, constructeurs ou leurs assureurs mis en cause par le Client. En outre, le Client s'engage a: Assurer au Prestataire l'exclusivite des Prestations definies au Contrat. Autoriser le Prestataire a arreter le fonctionnement de tout ou partie des Installations soit en cas de necessite pour le remplacement d'une piece soit pour assurer des travaux d'entretien. Faire effectuer, a ses frais, toutes Jes verifications et controles reglementaires par les organismes agrees, Mettre a Ia disposition du Prestataire ]'ensemble des documents en sa possession, utile a la mission du Prestataire, 
7.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);N'apporter aux Installations sous Contrat aucune modification sans information prealable par ecrit du Prestataire, Remplacer le materiel suivant la frequence indiquee par le constructeur, ainsi que le remplacement des pieces atteintes par la limite d'usure quelle qu'en soit l'origine, Faire effectuer toutes Jes reparations, modifications techniques ou adaptation rendues indispensables en raison de l' etat des Equipements, obj et du present Contrat. Le Client accorde au Prestataire une periode d'observation de 90 jours a compter de la date d'effet du present contrat, periode au cours de laquelle le Prestataire pourra emettre toutes reserves ou observations sur l'etat de l'Installation. Entin, le Client s'engage a: 
8.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);prendre toutes dispositions afm d'assurer a ses frais la fourniture des energies et utilites necessaires au bon fonctionnement de l'Installation et a la bonne execution du present contrat. informer au prealable le Prestataire de toute intervention sur l'Installation par des personnes etrangeres a celui­ci. s'interdire toute utilisation anormale de l'Installation. 3.2 -Mise en conformite Les travaux necessaires a la mise en conformite eventuelle de l'Installation avec la reglementation en vigueur pourront faire l'objet d'une intervention specifique du Prestataire aux prix et conditions a preciser. La realisation de ces travaux sera soumise aux conditions generales d'intervention du Prestataire en vigueur aujour de l'intervention. L'entretien objet du present contrat ne se substitue pas aux controles reglementaires auxquels I'lnstallation peut etre soumise et a la mise en conformite de celle-ci, vis a vis des textes en vigueur. En consequence, le Client est tenu de proceder, a ses frais (foumitures et main d'reuvre), a toutes les modifications de l'lnstallation necessaires a sa mise en conformite avec la reglementation en vigueur. 3.3 -Autres prestations a la charge du Client Le Client prend en charge a ses frais  - Le maintien en bon fonctionnement des divers appareils et installations pouvant avoir des repercussions sur l'Installation,  - Le remplacement du materiel suivant la frequence indiquee par le constructeur, ainsi que le remplacement des pieces atteintes par la limite d'usure quelle qu'en soit l'origine,  - la mise a disposition du Prestataire des moyens suivants si necessaire (nacelles),  - La conduite et la surveillance de l'ensemble de l'Installation,  - Les analyses supplementaires physicochimiques de l'eau des circuits de l'Installation,  - Les recherches de micro-organismes,  - Toute operation pouvant s'averer necessaire sur les reseaux de distribution aeraulique ou hydraulique,  - Et plus generalement, toutes les operations ne figurant pas dans Jes gammes de maintenance jointes en annexe 2. 3.4 -Assurances du Client Le Client s'engage a souscrire Jes assurances necessaires pour couvrir sa responsabilite vis-a-vis des tiers et a foumir sur demande au Prestataire Jes attestations correspondantes. 
8.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);3.5 -Acces aux locaux. conditions de travail Le Client s'engage a faciliter Jes interventions du Prestataire sur l'lnstallation et a mettre a disposition du Prestataire des acces securises et reg)ementaires. Le Client al'obligation d'assurer un acces securise a )'ensemble des toitures et terrasses. Aucune prestation ne pourra etre realisee dans les zones en hauteur non securisees par le Client. II devra s'assurer de la securite du personnel du Prestataire, notamment lors des interventions en dehors des heures de presence. Toute modification de l'environnement (structure du batiment et amenagement) entrainant un changement des conditions de travail de J'equipe d'intervention du Prestataire fera l'objet d'un avenant. 
9.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);ARTICLE IV -SECURITE -PROTECTION DE LASANTE ETDE L.ENYJRONNEMENT 4.1 -Securite et Protection de la sante Le Client est tenu d'infonner le Prestataire des regles et de leurs evolutions en matiere de prescriptions particulieres d'hygiene, de securite et de la protection de la sante applicables sur le Site. II organisera une inspection commune des lieux de travail, des installations qui s'y trouvent et des materiels ou engins eventuellement mis a la disposition du Prestataire. Le Prestataire s'engage a respecter !'ensemble des regles de securite du Client prevues le cas echeant dans ses regles de procedures intemes, consignes de securite et/ou reglement d'acces a l'etablissement. Une copie de ces documents devra etre communiquee par le Client au Prestataire au plus tard au moment de la premiere intervention sur l'lnstallation. Confonnement au decretn° 92-158 du 20 fevrier 1992, pour toute presence du Prestataire sur le(s) site(s) du Client atteignant ou depassant 400 heures Homme par an ou a defaut, pour toute prestation avec risque(s) identifie(s), un plan de prevention devra etre etabli par ecrit par le Client en collaboration avec le Prestataire et signe des Parties. Si necessaire au perimetre d'intervention du Prestataire, le plan de prevention reprendra en annexe les conditions d'acces aux toitures et terrasses. 4.2 -Am iante En cas de presence de materiaux ou de produits contenant de l'amiante dans l'etablissement ou intervient le Prestataire, le Client communique au Prestataire une copie du dossier technique« Amiante » prevu par les articles 10-1 et suivants du decret n° 96.97 modifie. Le prix fixe au present contrat ne prend pas en compte les consequences de tous ordres qui decouleraient des mesures conservatoires mises en reuvre par le client pour reduire !'exposition des occupants a l'amiante ou plus generalement de la decouverte d'un risque imprevu mettant en peril la securite, voire la sante du personnel. 4.3 -Elimination des dechets Le Client est responsable des dechets issus des installations et equipements de son etablissement. II lui appartient d'en assurer ou d' en faire assurer l' elimination conformement a I' article L541-2 du code de l 'environnement. Pour les equipements electriques et electroniques (EEE) qui seraient mis en place par le Prestataire dans le cadre de ses prestations, le Client devra assurer !'organisation et le financement de l'enlevement de leurs dechets et de leur traitement confonnement a !'article 18 du decret 2005-829. Ace titre, le traitement selectif, Ia valorisation et la destruction des dechets EEE collectes selectivement doivent etre realises confonnement aux prescriptions prevues aux articles 21 et 22 dudit decret. Le non-respect par le Client des obligations ainsi mises a sa charge peut entrainer, a son encontre des sanctions penales prevues par le decret. 
9.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);ARTICLE V -ASSURANCE -RESPONSABILITE DU PRESTATAIRE 5.1 -Assurance Le Prestataire est titulaire d'une police d'assurance garantissant les consequences pecuniaires de sa responsabilite civile pour Jes dommages corporels ou materiels causes aux personnes ou aux biens du Client du fait de !'execution du contrat dans la limite des clauses et conditions de ses polices. Ainsi, Le plafond de responsabilite du Prestataire est fixe pour !es domrnages materiels et corporels a 500.000 euros par sinistre quand bien meme sa police d'assurance comporte des montants de garanties superieurs. 
10.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"5.2 -Exclusion de responsabilite Le Prestataire ne pourra en aucun cas etre tenu responsable des consequences dommageables resultant de • des defectuosites, defauts de conformite, vices de tout ou partie des Installations, de la non-conformite avec les reglements en vigueur des Installations pour lesquelles le Prestataire n'aura pas manque d'alerter le Client sans que les Prestations en consequence ne furent commandees. • des accidents materiels ou corporels susceptibles de se produire en cours d'exploitation (fonctionnement) des equipements imputables a une negligence ou un usage anormal ou non-conforme des <lits equipements par le Client ou ses preposes ; • de !'intervention de personnes ou societe etrangeres effectuees sur les Installations. • Tout dommage indirect et/ou tout dommage immateriel tels que notamment les pertes de revenu, de gains d' exploitation, de marchandise, de clientele, le cout d'une interruption de fonctionnement etc..... "
10.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);La responsabilite du Prestataire est egalement degagee dans tous les cas ou le Client n'a pas respecte les obligations lui incombant decrites a l'article III et IV. Le Prestataire, ne pourra en aucun cas etre tenu responsable en cas de force majeure ou d'evenement independant de sa volonte tel que : incendie, degat des eaux, tempetes, phenomenes naturels catastrophiques, guerre, acte de terrorisme ou de sabotage, conflits sociaux, restrictions gouvernementales ou legales, le blocage, total ou partiel, des reseaux, des sources d'energie, notamment electrique, gaz, eau ou des moyens de telecommunication, dommages causes directement ou indirectement par des tiers et ne resultant par des interventions du personnel du Prestataire, et plus generalement en cas de fait ou evenement echappant a son controle et le mettant dans l'impossibilite d'executer tout ou partie de ses engagements. ARTICLE YI -CONDITIONS FINANCIERES -REGLEMENT DU PRIX 6.1-Prix En contrepartie de la realisation des Prestations prevues au present contrat, le Prestataire percevra une redevance forfaitaire annuelle au taux en vigueur a la date de signature des presentes. L'incidence des variations du taux de TVA sera integralement repercutee. TARIFHT TARIFTTC Maintenance preventive des equipements avec acces astreinte incluse -liste en annexe 1 2 998€ 3 597.60 € 
10.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);TOTAL 2 998€ 3 597.60 € La main-d'ceuvre des prestations non comprises dans la redevance forfaitaire du present contrat sera facturee au taux horaire de 50 euros hors taxe, soit 60 euros toutes taxes comprises. (Pour un technicien eve -suivant BPU) Le taux horaire sera majore en fonction de I'heure d'intervention comme suit:  - De 17h30 a 20h00 Gours ouvres) : +50%  - De 06h00 a 08h00 Gours ouvres): +50%  - Nuit de 20h00 a 06h00 : +100%  - Samedi de 06h00 a 20h00 : +50%  - Dimanche et jours feries : + l00% Le prix unitaires de la main d'ceuvre est assujetti a la revision de prix ci-apres. 
11.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);6.2 -Revision du prix La redevance forfaitaire annuelle indiquee ci-dessus sera revisee chaque annee, a la date anniversaire de prise d'effet du contrat, par application de la formule P = Po [0,70 x S/So + 0,30 x FSDl/FSDlo] Dans laquelle P = prix revise Po = prix de base du contrat So et S = valeurs initiale et fmale de l'indice des salaires ICHT-IME (indice du coot horaire du travail -tous salaries des industries mecaniques et electriques)-hors effet CICE publie par l'INSEE a la date de revision. FSDlo et FSDl = valeurs initiale et fmale de l'indice « frais et services divers» publie par le moniteur conformement aux preconisations figurant dans le communique de Ia DGCCRF, a la date de revision. La revision du montant du contrat s'effectuera a la date anniversaire selon Jes indices de base connus au mois de Juillet 2023. Si les indices de revision de prix ne sont pas parus au mois de revision defini ci-dessus, la revision sera faite sur la facturation des periodes suivantes. 
11.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);En cas de modification ou de suppression des indices indiques ci-dessus, le Prestataire est autorise expressement par le Client a substituer les indices economiquement les plus proches des indices initiaux. 6.3 -Conditions de paiement 6.3.1. La redevance forfaitaire sera payable d'avance (terme a echoir) et en un terme (annuellement), dans le mois qui suit la date d'effet du contrat. 6.3.2 Les interventions en regie seront facturees mensuellement. Les factures emises par le Prestataire sont payables a 30 jours date d'emission de la facture par virement bancaire au siege social du Prestataire en precisant le(s) numero(s) de facture(s). 6.4 -Suspension des Prestations pour non-paiement En cas de defaut de paiement de ses factures a l'echeance prevue, et huit jours apres l'envoi d'une mise en demeure adressee par lettre recommandee avec accuse de reception et demeuree infructueuse, le Prestataire se reserve le droit de suspendre ses Prestations sans autre formalite, et sans prejudice de l'application des penalites de retard decrites a !'article 6.5 et de tous dommages et inten'.\ts. 6.5 -Penalites de retard de uaiement 
11.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Le defaut de paiement a l'echeance de tout ou partie des sommes dues entrame de plein droit et sans mise en demeure prealable:  - l'exigibilite immediate de toutes Jes sommes reslanl dues,  - l'application d'interets moratoires, a compter dujour suivant l'echeance, au taux d'interet applique par la BCE a son operation de refmancement la plus recente majoree de IO points et d'une indemnite forfaitaire pour frais de recouvrement de 40 (quarante) euros, conformement aux dispositions de !'article L44 l-6 du code de commerce. En outre, sans prejudice des dispositions des alineas precedents, les sommes non reglees a l'echeance sont de plein droit majorees de 20% a titre de dommages et interets et sans que cette indemnite ne soit inferieure a 150 (cent cinquante) euros. De plus, les frais de rejet d'effet de commerce, Jes frais et honoraires consecutifs au recouvrement des creances sont a la charge du Client. 
12.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);ARTICLE YH -FORCE MNEURE 7.1  -Les Parties ne pourront etre tenues responsables pour un manquement a l'une des obligations mises a leur charge resultant d'un cas de force majeure tels que les cas decrits a !'article 5.2 alinea 3. Si de telles circonstances survenaient, !'execution du present contrat serait suspendue jusqu'a la disparition du cas de force majeure.  7.2  -Si le cas de force majeure se poursuivait pendant une duree superieure a deux mois, les Parties engageraient des discussions en vue de modifier les termes du present contrat. Si elles n'arrivaient pas a se mettre d'accord, le present contrat pourrait etre resilie sans dommages et interets et/ou penalites, par l'une quelconque des Parties, par notification ecrite adressee par lettre recommandee avec accuse de reception.  ARTICLE VIII -DISPOSITIONS DIVERSES 8.1 -Modification substantielle des conditions d'execution du Contrat -adaptation du Contrat Les evenements suivants constituent un cas de modification substantielle d'execution du Contrat notamment par amenagement du prix: • Variation des parametres d'activites du Contrat ayant servi de base a la determination des obligations du Prestataire par l'ajout, suppression, modification et/ou remplacement de tout ou partie des equipements de l'Installation, la Modification des conditions d'intervention ou la Modification des operations de maintenance. • Modification importante de l'inventaire des Equipements ou de ses caracteristiques techniques, • Changement de legislation ou de reglementation ayant un impact considerable sur les conditions de maintenance des Equipements, 
12.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);• En cas de variation du perimetre de plus ou moins 20% du nombre de Site confie par le Client au Prestataire par rapport a ce nombre a la date de la signature du present Contrat. Les Parties conviennent de se rencontrer a l'initiative de l'une ou l' autre al'occasion de tout evenement sus indique et de negocier de bonne foi l'adaptation du present Contrat et la redaction du ou des avenants necessaires. A defaut d' accord entre les Parties dans un delai de 30 jours suivant la demande formulee par l'une des Parties, le present Contrat pourra etre resilie dans les conditions de !'article 9.2 « Resiliation anticipee ». 8.2 -Cession du contrat Les Parties declarent que le present contrat est regi par l'intuitu personae et aucune des Parties ne pourra le transferer en tout ou partie a un tiers sans ]'accord prealable ecrit de l'autre Partie. Toutefois, en cas de cession resultant d'une operation de restructuration, notamment par voie d'apports partiels d'actifs, fusion, absorption, scission, changement de controle, chacune des Parties pourra ceder ou transferer tout ou partie de ses droits et obligations au titre du present contrat a toute societe ou personne, sur notification ecrite a l'autre Partie, sauf dans le cas oil un tel transfert ou une telle cession entrainerait une modification des capacites du cessionnaire incompatible avec la poursuite de !'execution du present contrat. 
13.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);8.3 -Clause de non debauchage de personnel A compter de l'entree en vigueur du Contrat et pour une periode expirant douze mois apres l'extinction des relations contractuelles pour quel que motif que ce soit, chacune des Parties s'engage a ne pas debaucher ou tenter de debaucher, directement ou indirectement, Jes collaborateurs de l'autre Partie qui seraient intervenus a un moment quelconque dans l' execution du present Contrat. En cas de non-respect de l'obligation prevue a l'alinea precedent, la Partie defaillante devra a l'autre Partie a titre de dommages et interets en reparation de la violation de l'obligation, une indemnite egale a la remuneration annuelle brute, versee au collaborateur consideree durant les douze demiers mois. 8.4 -Confidentialite Les Parties s' engagent l 'une envers l' autre pendant toute la duree du present contrat et sans limitation de duree apres la cessation de celui-ci, pour quelque cause que ce soit, a la confidentialite la plus totale, en s'interdisant de divulguer, directement ou indirectement, quelque information, connaissance que ce soit concemant l'autre Partie et ses modalites de fonctionnement auxquelles elle aurait pu avoir acces dans le cadre de l'execution du present contrat, a moins que lesdites informations et connaissances ne soient tombees dans le domaine public ou que leur divulgation soit rendue necessaire en vertu d'un reglement particulier ou d'une injonction administrative oujudiciaire. Chacune des Parties s'engage egalement a faire respecter cette obligation par tousles membres de son personnel concemes dont elle se porte garant a l'egard de l'autre Partie. 8.5 -References commerciales Le Prestataire est expressement autorise par le Client a faire reference, a des fins commerciales, a ses relations actuelles avec le Client et d'utiliser son logo, mentionner son nom et les prestations executees par le Prestataire dans le cadre du Contrat, aupres de ses clients et prospects, sur tous supports, tels que plaquettes, presentation de produits, liste de references, cd-roms, liens html, sites Internet... ARTICLE IX -DUREEDUCONTRAT-REStUAT!ON ANT!GPEE 9.1 -Duree du contrat Le present contrat est conclu pour une duree determinee de 8 mois, a compter du 01 Janvier 2024. 
13.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);II ne se renouvellera pas par tacite reconduction par periode de l an(s), sauf denonciation par l'une ou l'autre Partie notifiee par lettre recommandee avec accuse de reception au moins trois mois avant !'expiration de la periode contractuelle en cours. 9.2 -Resiliation anticinee La defaillance de l'une des Parties est constatee en cas de • manquement grave de cette Partie a l'une ou l'autre de ses obligations au titre du present Contrat, • redressement judiciaire, si, dans le delai legal, l'administrateur judiciaire n'a pas pris position ou a exprime la volonte de ne pas poursuivre l'execution du Contrat, • liquidation judiciaire si dans le delai legal, le liquidateur n'a pas pris position ou a exprime la volonte de ne pas poursuivre l'execution du Contrat • 
13.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);echec de l'adaptation du Contrat dans le delai de 30 jours en application des dispositions de l'article 8.1 ci-avant, Le present Contrat pourra etre resilie de plein droit par chaque Partie en cas de defaillance de l'autre Partie. Cette resiliation ne deviendra effective, sans autre formalite et sans prejudice de tous dommages et interets, 30 jours apres l'envoi par la Partie plaignante d'une lettre recommandee avec accuse de reception exposant Jes motifs de la resiliation, a moins que, dans ce delai, la Partie defaillante n'ait satisfait a ses obligations ou n'ait apporte la preuve d'un empechement consecutif a un cas de Force Majeure, fait d'un tiers ou faute de l'autre Partie. 
14.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);L'exercice de cette faculte de resiliation ne dispense pas la Partie defaillante de remplir les obligations contractees jusqu'a la date de prise d'effet de la resiliation. Le Prestataire devra notamment poursuivre !'execution des Prestations en cours et ce, jusqu'a leur terme. Cette resiliation interviendra sans prejudice de tous dommages et intenŁts qui pourront etre reclames par la Partie plaignante. ARTICLE X -ELECTION Pf D0MIOLE -DROIT APPUCABLE -UTltiE 10.1 -Election de domicile Pour !'execution du present contrat notamment pour les communications et notifications s'y rapportant, les Parties font election de domicile aux adresses suivantes Pour le Client : a l'adresse de son siege social Pour le Prestataire : 1 Allee Charles Cros, 31700 COLOMIERS 10.2 -Droit applicable Le present contrat est regi et interprete conformement a la loi franŁaise. 10.3 -Litige et juridiction Les Parties s'efforceront de regler entre elles, de bonne foi et a !'amiable, tout litige qui surviendrait dans !'interpretation et/ou !'execution du present contrat et de ses suites. 
14.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"Tout litige qui ne pourrait etre resolu de cette maniere dans un delai d'un mois sera soumis a la juridiction du ressort du siege social du Prestataire. Fait a Le Fait a Le. bet, e... Le ""-2, o lo I / 2. '1 Le Prestataire Le Client ANNEXE 1 "
15.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);DESCRIPTION DE L'INSTALLATION 1.1 La liste du materiel et des appareils composant l'lnstallation, objet du contrat est Ia suivante: Designation Quantite Unite exterieure Climatisation 6Unite interieure Climatisation 7Cassette plafonnieres 
15.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);221Thermostat de regulation 221VMC 6Caisson de ventilation 3Cumulus electrique 200L 1CTA Simple Flux 
15.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);1TGBT-TD-AD 7
16.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);ANNEXE 2 PLANNING / GAMMES DE MAINTENANCE Description des prestations de maintenance effectuees lors des visites periodiques. Unite exterieure (type multi split system ou Twin, VRV, ORV) Libelle o eration Periodicite Verification de !'absence de defaut 1 Annee Controle de l'etat et nettoyage de l'echangeur 1 Annee 
16.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Controle et resserrage des connexions electri,ques 1 Annee Controle de l'etancheite circuit fluide frigorigene de l'equipement (voir Teq CO2) 1 Annee Renseignement du registre equipement (si charge fluide >3Kg) 1 Annee Renseignement du registre de securite si presence 1 Annee Controle du fonctionnement frigorifique de l'installation 1 Annee 
16.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Controle de l'etat et du fonctionnement general 1 Annee Unite interieure (type split-system allege, cassette libelle operation Periodicite Nettoyage de la fa91de et des grilles (si besoin) 1 Annee Controle de l'etat de la filtration (Remplacement lx/an) 1 Annee Controle de t'etat de l'evaporateur 
16.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);1 Annee Controle du bac a condensats et de son evacuation 1 Annee Controle du fonctionnement de la pompe de relevage de 1 Annee Controle de l'etat du ou des ensembles moto-ventilate 1 Annee 1 Annee Controle du fonctionnement de la regulation (com 1 Annee 
16.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Controle et resserrage des connexions electriq 1 Annee Renseignement du registre de securite si prese 1 Annee Controle de l'etat et du fonctionnement gene 1 Annee Periodicite Controle presence et fonctionnemen 1 Annee Nettoyage des bouches (si besoin) 1 Annee 
16.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Nettoyage du caisson (si besoin) 1 Annee Verification des debits par bou 1 Annee Controle de l'etat et du foncf 1 Annee 
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"Cumulus -Chauffe-eau electrique (V < 400 Litres) Ubelle operation -Periodicite Controle de !'absence de fuite f:Ł··IA 1 Annee Verification du groupe de securite /""""""'>Ł'-JJ 1 Annee Controle des organes de commande (protection, coupure, fusibles, relais et intet{'ilatt41i.l 1 Annee Controle et reglages des temperatures de stockage J,...Ł "
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"1 Annee Verification de la temperature ECS Ł-Ł·•.. )... -Ł __.,,, . 1 Annee Controle du fonctionnement de la regulation en temperature { Ł' Ł·.•• '""-• .·.../ lAnnee Verification fonctionnement et reglage du thermostat de securite �l.�-✓ 1 Annee Controle de l'etat et du fonctionnement general 1 Annee  -. - Centrale de traiteme {'ŁŁ ŁŁ-"
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"!LI belle operatioŁ.Ł Periodicite Controle de l'etat des revetements, manchettes et joints ;·ŁŁ -1 Annee Controle du(es) registre(s) d'air et de leurs accessoires t.lŁŁ (Ł 1 Annee Controle de l'etat des filtres et prefiltres (RemplacementŁŁ ' F -...... / - -Ł)  1 Annee Controle du fonctionnement du recuperateur de chaleu{ l'alaaŁur rotatifl•ŁŁL&iues, fluide caloporteur) 1 Annee "
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"Controle de l'etat des batteries J ""-..'--. -1 ,..r·Ł 1 Annee Verification de la temperature de protection du cirowtŁglycolee<.{Ł.""'-> 1 Annee Controle fonctionnement des dispositifs de securitŁŁ, incendŁ 'f 1 Annee Controle et nettoyage du bac a condensats et ckrsbA eŁation -""-Ł'I-1 Annee Controle de l'etatde la batterie electrique I'--...\.Ł ll,, '\ (IŁ/ 1 Annee "
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"Controle et resserrage des connexions elec: Ł4Ł t.1rŁ r J 1 Annee Verification de l'intensite absorbee moyenrni..dŁltclses des ŁaiteciŁectriques 1 Annee Controle de l'etat et des fixations des gp(fli),Łs nmt'o-ventilakt.iŁ""-,"" 1 Annee Controle de l'etat des courroies des grAs·;;::__ .Łto-ventilate-urŁ'-./ 1 Annee 1 Annee Controle de l'etat et du fonctionnerpeetŁI Ł, Ł) "
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"ArŁtrique _,...""..nde et protection Ł ŁŁ-<..Ł) Libelle'""l,oer'a(lon Periodicite Verification de l'absence dŁfŁ? '-/ lAnnee Controle et remplaceme,;'-' ....._...,_ 1ire des voyants de signalisation 1 Annee Nettoyage general de !ŁrŁ 1 Annee "
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);"Controle et resserrai;!e [cfe;i; &Łxions electriques (Prestation Hors periode d'activite) 1 Annee bRnJsaJformaux) Controle du relay,ase I 1 Annee Controle fonctionŁ.;ŁŁŁ c [§tis dispositifs de securite 1 Annee Verification de la tensloo.e alimentation 1 Annee Verification de l'intensite absorbee moyenne des phases 1 Annee "
17.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Verification de l'equilibrage des phases en tete 1 Annee Controle de la presence des schemas electriques 1 Annee Verification de la commutation avec la GTB ou GTC si presence 1 Annee Controle de l'etat et du fonctionnement general 1 Annee Verification d'absence d'echauffement par Thermographie (hors Q19) 1 Annee 
18.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Armoires divisionnaires TGBT Libelle o eration Periodicite Verification et mise a l'heure des horloges et programmateurs 1 Annee Verification et resserrage des connexions (Prestation Hors periode d'activite) lAnnee Verification des contacts 1 Annee Controle du raccordement des masses metalliques a la terre de l'installatio 
18.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);1 Annee Controle des isolements par colonne et par depart general lAnnee Controle et verification des intensites en tete de chaque armoire 1 Annee Controle et verification des tensions en tete de chaque armoire 1 Annee Controle de l'echauffement de l'appareillage 1 Annee Verification d'absence d'echauffement par Thermographie (h 
18.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);1 Annee Controle de l'echauffement des cables 1 Annee Controle des calibres et du type des protections 1 Annee Depoussierage et nettoyage interieur (si besoin) 1 Annee Verification des lampes et des voyants, remplacement si 1 Annee Verifications des dispositifs de protection differentielle 
18.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);1 Annee Verification de la puissance mono ou triphasee 1 Annee Verification de l'equilibrage des phases 1 Annee Renseignement du registre de securite 1 Annee Controle de l'etat et du fonctionnement gene 1 Annee 
19.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);ANNEXE3 Organisation humaine dediee au contrat Pour realiser la maintenance de votre projet nous avons prevu de mettre en place l'organisation suivante : ✓ 1 Pilote: Le manager d'activite. ✓ 1 Responsable Methode et Projet : il aide a la mise en place du projet. ✓ 1 Technicien Responsable de projet : ii sera votre interlocuteur privilegie au quotidien. ✓ 
19.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);1 Technicien Binome : ii est forme sur vos installations afin de remplacer le Responsable de projet en cas d'absence. En details: lntervenant Herve Thcrmique Fonction Norn Responsable du contrat Manager d'activites Mathieu SOULIE BELREPAYRE Assistante de gestion Assistante de gestion 
19.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Marine LAFARGE Responsable methode et projet Responsable de projet Johan BANSEPT Responsable de projet Technicien de maintenance El Hadj FELLAG Technicien binome Technicien de maintenance Technicien multi-technique 
19.0;28/11/2023;ContratHERVETHERMIQUE_SIGNE (1);Florian DARDOUR Sebastien BOSSINI Camion atelier« travaux rapide » Plombier chauffagiste Fran9ois MANENQ 
0.0;01/09/2020;EOS-Contrat-2020 (1);£11 VIR0/111£11£11 T IOTVALLEY CONTRAT Nettoyage des locaux 231 Rue Pierre et Marie Curie et 425 Rue Jean Rostand 31670 LABEGE N' CT EOS 2020 0611 01 -IOT VALLEY 
1.0;01/09/2020;EOS-Contrat-2020 (1);ENTRE LES SOUSSIGNES L'association Loi 1901, IOT VALLEY, dent le siege social est sis: 425 Rue Jean Rostand 31670 LABEGE immatriculee au Registre du Commerce et des Societes de TOULOUSE sous le numero RCS 539 827 733 00038, Representee par Monsieur Pierre Olivier BESSOL, Vice President. Ci-apres denommee « le Client » ET La Societe EOS ENVIRONNEMENT, SARL au capital de 10 000 €, dent le siege social est sis 11 Chemin de Bordeblanque Bat 81 31770 Colomiers, immatriculee au Registre du Commerce et des Societes de TOULOUSE sous le numero 529 019 440 res Representee par Monsieur Patrick MIRONNEAU, gerant. 
1.0;01/09/2020;EOS-Contrat-2020 (1);Ci-apres denommee « le Prestataire » IL A ETE CONVENU ET ARRETE CE QUI SUIT: 
